https://www.e-codices.ch/en/list/one/acs/0019	1439 :: notBefore 1439 :: notAfter 1439	e-codices / Sion/Sitten, Archives du Chapitre/Kapitelsarchiv (cf. https://www.e-codices.ch/en/about/terms)	textura:148v	textura:textura-acs-0019_148v.jpg
https://www.e-codices.ch/en/list/one/acs/0015	middle of the 11th century :: notBefore 1035 :: notAfter 1065	e-codices / Sion/Sitten, Archives du Chapitre/Kapitelsarchiv (cf. https://www.e-codices.ch/en/about/terms)	carol:1r,41r,41r,64v,65r,81v,82r,113v,114r,129v,143r,198v,130r,134v,199r,208v,135r,142v,202r-208v	carol:carol-acs-0015_001r.jpg,carol-acs-0015_041r.jpg,carol-acs-0015_064v.jpg,carol-acs-0015_065r.jpg,carol-acs-0015_081v.jpg,carol-acs-0015_082r.jpg,carol-acs-0015_113v.jpg,carol-acs-0015_114r.jpg,carol-acs-0015_129v.jpg,carol-acs-0015_143r.jpg,carol-acs-0015_198v.jpg,carol-acs-0015_130r.jpg,carol-acs-0015_134v.jpg,carol-acs-0015_199r.jpg,carol-acs-0015_208v.jpg,carol-acs-0015_135r.jpg,carol-acs-0015_142v.jpg,carol-acs-0015_202r.jpg,carol-acs-0015_203v.jpg,carol-acs-0015_203r.jpg
https://www.e-codices.ch/en/list/one/acs/0120	first half of the 9th century :: notBefore 0800 :: notAfter 0849	e-codices / Sion/Sitten, Archives du Chapitre/Kapitelsarchiv (cf. https://www.e-codices.ch/en/about/terms)	carol:	carol:carol-acs-0120_010v.jpg,carol-acs-0120_010r.jpg,carol-acs-0120_011v.jpg,carol-acs-0120_011r.jpg,carol-acs-0120_012v.jpg,carol-acs-0120_012r.jpg,carol-acs-0120_013v.jpg,carol-acs-0120_013r.jpg,carol-acs-0120_014v.jpg,carol-acs-0120_014r.jpg,carol-acs-0120_015v.jpg,carol-acs-0120_015r.jpg,carol-acs-0120_016v.jpg,carol-acs-0120_016r.jpg,carol-acs-0120_017v.jpg,carol-acs-0120_017r.jpg,carol-acs-0120_018v.jpg,carol-acs-0120_018r.jpg,carol-acs-0120_019v.jpg,carol-acs-0120_019r.jpg
https://www.e-codices.ch/en/list/one/acs/0001	1347 :: notBefore 1347 :: notAfter 1347	e-codices / Sion/Sitten, Archives du Chapitre/Kapitelsarchiv (cf. https://www.e-codices.ch/en/about/terms)	textura:	textura:textura-acs-0001_010v.jpg,textura-acs-0001_010r.jpg,textura-acs-0001_011v.jpg,textura-acs-0001_011r.jpg,textura-acs-0001_012v.jpg,textura-acs-0001_012r.jpg,textura-acs-0001_013v.jpg,textura-acs-0001_013r.jpg,textura-acs-0001_014v.jpg,textura-acs-0001_014r.jpg,textura-acs-0001_015v.jpg,textura-acs-0001_015r.jpg,textura-acs-0001_016v.jpg,textura-acs-0001_016r.jpg,textura-acs-0001_017v.jpg,textura-acs-0001_017r.jpg,textura-acs-0001_018v.jpg,textura-acs-0001_018r.jpg,textura-acs-0001_019v.jpg,textura-acs-0001_019r.jpg
https://www.e-codices.ch/en/list/one/acs/0002	1347 :: notBefore 1347 :: notAfter 1347	e-codices / Sion/Sitten, Archives du Chapitre/Kapitelsarchiv (cf. https://www.e-codices.ch/en/about/terms)	textura:296v	textura:textura-acs-0002_296v.jpg
https://www.e-codices.ch/en/list/one/aef/CSN-III-3-5	1510-1517 :: notBefore 1510 :: notAfter 1517	"e-codices / Fribourg/Freiburg, Archives de l'\xc3\x89tat de Fribourg/Staatsarchiv Freiburg (cf. https://www.e-codices.ch/en/about/terms)"	textura:1-48,237-318,49-234	textura:textura-aef-CSN-III-3-5_001.jpg,textura-aef-CSN-III-3-5_048.jpg,textura-aef-CSN-III-3-5_002.jpg,textura-aef-CSN-III-3-5_003.jpg,textura-aef-CSN-III-3-5_004.jpg,textura-aef-CSN-III-3-5_005.jpg,textura-aef-CSN-III-3-5_006.jpg,textura-aef-CSN-III-3-5_007.jpg,textura-aef-CSN-III-3-5_008.jpg,textura-aef-CSN-III-3-5_009.jpg,textura-aef-CSN-III-3-5_010.jpg,textura-aef-CSN-III-3-5_011.jpg,textura-aef-CSN-III-3-5_012.jpg,textura-aef-CSN-III-3-5_013.jpg,textura-aef-CSN-III-3-5_014.jpg,textura-aef-CSN-III-3-5_015.jpg,textura-aef-CSN-III-3-5_016.jpg,textura-aef-CSN-III-3-5_017.jpg,textura-aef-CSN-III-3-5_018.jpg,textura-aef-CSN-III-3-5_019.jpg
https://www.e-codices.ch/en/list/one/aef/CSN-III-3-1	1511-1517 :: notBefore 1511 :: notAfter 1517	"e-codices / Fribourg/Freiburg, Archives de l'\xc3\x89tat de Fribourg/Staatsarchiv Freiburg (cf. https://www.e-codices.ch/en/about/terms)"	textura:	textura:textura-aef-CSN-III-3-1_010.jpg,textura-aef-CSN-III-3-1_011.jpg,textura-aef-CSN-III-3-1_012.jpg,textura-aef-CSN-III-3-1_013.jpg,textura-aef-CSN-III-3-1_014.jpg,textura-aef-CSN-III-3-1_015.jpg,textura-aef-CSN-III-3-1_016.jpg,textura-aef-CSN-III-3-1_017.jpg,textura-aef-CSN-III-3-1_018.jpg,textura-aef-CSN-III-3-1_019.jpg,textura-aef-CSN-III-3-1_020.jpg,textura-aef-CSN-III-3-1_021.jpg,textura-aef-CSN-III-3-1_022.jpg,textura-aef-CSN-III-3-1_023.jpg,textura-aef-CSN-III-3-1_024.jpg,textura-aef-CSN-III-3-1_025.jpg,textura-aef-CSN-III-3-1_026.jpg,textura-aef-CSN-III-3-1_027.jpg,textura-aef-CSN-III-3-1_028.jpg,textura-aef-CSN-III-3-1_029.jpg
https://www.e-codices.ch/en/list/one/aef/CSN-III-3-3	1509/1510 (1517) :: notBefore 1509 :: notAfter 1517	"e-codices / Fribourg/Freiburg, Archives de l'\xc3\x89tat de Fribourg/Staatsarchiv Freiburg (cf. https://www.e-codices.ch/en/about/terms)"	textura:	textura:textura-aef-CSN-III-3-3_010.jpg,textura-aef-CSN-III-3-3_011.jpg,textura-aef-CSN-III-3-3_012.jpg,textura-aef-CSN-III-3-3_013.jpg,textura-aef-CSN-III-3-3_014.jpg,textura-aef-CSN-III-3-3_015.jpg,textura-aef-CSN-III-3-3_016.jpg,textura-aef-CSN-III-3-3_017.jpg,textura-aef-CSN-III-3-3_018.jpg,textura-aef-CSN-III-3-3_019.jpg,textura-aef-CSN-III-3-3_020.jpg,textura-aef-CSN-III-3-3_021.jpg,textura-aef-CSN-III-3-3_022.jpg,textura-aef-CSN-III-3-3_023.jpg,textura-aef-CSN-III-3-3_024.jpg,textura-aef-CSN-III-3-3_025.jpg,textura-aef-CSN-III-3-3_026.jpg,textura-aef-CSN-III-3-3_027.jpg,textura-aef-CSN-III-3-3_028.jpg,textura-aef-CSN-III-3-3_029.jpg
https://www.e-codices.ch/en/list/one/aef/CSN-III-3-7	1510-1517 :: notBefore 1510 :: notAfter 1517	"e-codices / Fribourg/Freiburg, Archives de l'\xc3\x89tat de Fribourg/Staatsarchiv Freiburg (cf. https://www.e-codices.ch/en/about/terms)"	textura:	textura:textura-aef-CSN-III-3-7_010.jpg,textura-aef-CSN-III-3-7_011.jpg,textura-aef-CSN-III-3-7_012.jpg,textura-aef-CSN-III-3-7_013.jpg,textura-aef-CSN-III-3-7_014.jpg,textura-aef-CSN-III-3-7_015.jpg,textura-aef-CSN-III-3-7_016.jpg,textura-aef-CSN-III-3-7_017.jpg,textura-aef-CSN-III-3-7_018.jpg,textura-aef-CSN-III-3-7_019.jpg,textura-aef-CSN-III-3-7_020.jpg,textura-aef-CSN-III-3-7_021.jpg,textura-aef-CSN-III-3-7_022.jpg,textura-aef-CSN-III-3-7_023.jpg,textura-aef-CSN-III-3-7_024.jpg,textura-aef-CSN-III-3-7_025.jpg,textura-aef-CSN-III-3-7_026.jpg,textura-aef-CSN-III-3-7_027.jpg,textura-aef-CSN-III-3-7_028.jpg,textura-aef-CSN-III-3-7_029.jpg
https://www.e-codices.ch/en/list/one/aef/CSN-III-3-8	1511/(1517) :: notBefore 1511 :: notAfter 1517	"e-codices / Fribourg/Freiburg, Archives de l'\xc3\x89tat de Fribourg/Staatsarchiv Freiburg (cf. https://www.e-codices.ch/en/about/terms)"	textura:1-190,490-521	textura:textura-aef-CSN-III-3-8_001.jpg,textura-aef-CSN-III-3-8_190.jpg,textura-aef-CSN-III-3-8_002.jpg,textura-aef-CSN-III-3-8_003.jpg,textura-aef-CSN-III-3-8_004.jpg,textura-aef-CSN-III-3-8_005.jpg,textura-aef-CSN-III-3-8_006.jpg,textura-aef-CSN-III-3-8_007.jpg,textura-aef-CSN-III-3-8_008.jpg,textura-aef-CSN-III-3-8_009.jpg,textura-aef-CSN-III-3-8_010.jpg,textura-aef-CSN-III-3-8_011.jpg,textura-aef-CSN-III-3-8_012.jpg,textura-aef-CSN-III-3-8_013.jpg,textura-aef-CSN-III-3-8_014.jpg,textura-aef-CSN-III-3-8_015.jpg,textura-aef-CSN-III-3-8_016.jpg,textura-aef-CSN-III-3-8_017.jpg,textura-aef-CSN-III-3-8_018.jpg,textura-aef-CSN-III-3-8_019.jpg
